round,loss,accuracy
1,2.1498116379019656,0.36493827160493825
2,1.8108073704919698,0.7476543209876543
3,1.6381495157288917,0.8622222222222222
4,1.5782458746874775,0.9076543209876543
5,1.544641875455409,0.9298765432098766
6,1.5281279303115092,0.945679012345679
7,1.5161814816792807,0.9540740740740741
8,1.5097981813807546,0.9595061728395061
9,1.5027260547802772,0.9639506172839506
10,1.4966678768911479,0.9693827160493828
11,1.493655708277667,0.9728395061728395
12,1.4906343387674403,0.974320987654321
13,1.484404596870328,0.9807407407407407
14,1.4862172483514857,0.9787654320987654
15,1.483887251159291,0.9792592592592593
