round,loss,accuracy
1,2.1143570807307817,0.3919431279620853
2,1.8045396043226052,0.7194312796208531
3,1.6345219821161567,0.8563981042654029
4,1.579680042470236,0.9075829383886256
5,1.5582753930611632,0.9203791469194312
6,1.5369657201224594,0.9364928909952607
7,1.5295742112878374,0.9421800947867298
8,1.517976050693277,0.9511848341232227
9,1.5115273072256297,0.9592417061611375
10,1.511447375306586,0.9597156398104265
11,1.5065459947450466,0.9601895734597157
12,1.5000351412036408,0.966824644549763
13,1.501476414056751,0.9654028436018958
14,1.4975807696157157,0.966824644549763
15,1.4945195418398527,0.9701421800947867
