round,loss,accuracy
1,2.1873171519307255,0.312621359223301
2,1.9048730371067826,0.6393203883495145
3,1.686312181972763,0.8257281553398058
4,1.6187462079872206,0.874757281553398
5,1.5920073763838092,0.8932038834951457
6,1.5559124823912833,0.925242718446602
7,1.5479747987487942,0.9310679611650485
8,1.5371888399124145,0.9388349514563107
9,1.5230319918938053,0.9509708737864078
10,1.5268249759396304,0.9451456310679611
11,1.5155323787800317,0.9567961165048544
12,1.5122471939012843,0.9597087378640776
13,1.508435646075647,0.9611650485436893
14,1.5050252902854993,0.9665048543689321
15,1.4957036770663215,0.974757281553398
