round,loss,accuracy
1,2.180844219640833,0.3140096618357488
2,1.9576903906421386,0.5859903381642512
3,1.756720104770384,0.797584541062802
4,1.6928834918616475,0.8309178743961353
5,1.64521537207175,0.8608695652173913
6,1.6128243725080997,0.8884057971014493
7,1.5977243049133227,0.8903381642512077
8,1.5848312163698501,0.9062801932367149
9,1.56426885853643,0.91256038647343
10,1.5450879094681302,0.9347826086956522
11,1.5401120455368706,0.9328502415458937
12,1.5325248753966916,0.9391304347826087
13,1.5318864089855249,0.9429951690821256
14,1.5258097128015786,0.9434782608695652
15,1.5270681678384974,0.9434782608695652
