round,loss,accuracy
1,2.3027843208970693,0.10942528735632184
2,2.307504910874641,0.09517241379310344
3,2.318871782565939,0.09333333333333334
4,2.3392268856092433,0.09563218390804598
5,2.3418586052423236,0.09471264367816092
6,2.348730324164204,0.10298850574712644
7,2.3620923304283754,0.0896551724137931
8,2.362837526716035,0.08919540229885058
9,2.3508618173928095,0.10160919540229885
10,2.3531265653412916,0.10160919540229885
11,2.3561274539465193,0.1006896551724138
12,2.353400125942011,0.10114942528735632
13,2.3671715259552,0.08919540229885058
14,2.3613352649513333,0.09655172413793103
15,2.358276541260467,0.09839080459770115
