round,loss,accuracy
1,2.180803463991406,0.31650485436893205
2,1.9352241536945973,0.6286407766990292
3,1.741481036584354,0.816504854368932
4,1.6517214272786114,0.870873786407767
5,1.6150450954159488,0.8990291262135922
6,1.5875626605691262,0.9033980582524271
7,1.56293426115536,0.9276699029126214
8,1.5526447772979737,0.933495145631068
9,1.5369196868637234,0.9412621359223301
10,1.5227036084943604,0.9567961165048544
11,1.517890440607534,0.9567961165048544
12,1.51362231657343,0.9587378640776699
13,1.503479506437061,0.9689320388349515
14,1.5024413425945542,0.9694174757281553
15,1.4994623640208569,0.970873786407767
